
Circuit: Titulo: Circuito CKT_figura1 c/ transistor MOS

Warning: Pd = 0 is less than W.
Warning: Ps = 0 is less than W.
Warning: Pd = 0 is less than W.
Warning: Ps = 0 is less than W.
Circuit: Titulo: Circuito CKT_figura1 c/ transistor MOS
Date: Mon Sep 13 11:16:51  2010


                 Titulo: Circuito CKT_figura1 c/ transistor MOS
                 Transient Analysis  Mon Sep 13 11:16:51  2010
--------------------------------------------------------------------------------
Index   time            v(2)            v(4)            v(5)            
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	8.573152e-09	8.573152e-09	
1	1.000000e-14	1.020000e-01	9.869435e-05	3.605844e-05	
2	2.000000e-14	2.040000e-01	3.532618e-04	1.316356e-04	
3	4.000000e-14	4.080000e-01	1.234779e-03	4.712004e-04	
4	8.000000e-14	8.160000e-01	5.323109e-03	2.154403e-03	
5	1.600000e-13	1.632000e+00	1.908508e-02	8.482089e-03	
6	3.200000e-13	3.264000e+00	4.731131e-02	2.355532e-02	
7	4.701911e-13	4.795950e+00	6.744024e-02	3.570900e-02	
8	7.705734e-13	7.859849e+00	9.710386e-02	5.393374e-02	
9	1.000000e-12	1.020000e+01	1.130351e-01	6.375755e-02	
10	1.010088e-12	1.020000e+01	1.135681e-01	6.409748e-02	
11	1.030265e-12	1.020000e+01	1.144346e-01	6.469926e-02	
12	1.070619e-12	1.020000e+01	1.148823e-01	6.535192e-02	
13	1.151326e-12	1.020000e+01	1.123677e-01	6.486559e-02	
14	1.244212e-12	1.020000e+01	1.075403e-01	6.280811e-02	
15	1.429984e-12	1.020000e+01	9.906303e-02	5.823864e-02	
16	1.721311e-12	1.020000e+01	8.941359e-02	5.237384e-02	
17	2.301741e-12	1.020000e+01	7.480744e-02	4.378055e-02	
18	3.218502e-12	1.020000e+01	5.393584e-02	3.225294e-02	
19	4.812178e-12	1.020000e+01	1.881997e-02	1.271935e-02	
20	7.999531e-12	1.020000e+01	-4.558044e-02	-2.434825e-02	
21	1.437424e-11	1.020000e+01	-1.508658e-01	-8.861742e-02	
22	2.431944e-11	1.020000e+01	-2.357226e-01	-1.482838e-01	
23	3.511220e-11	1.020000e+01	-2.634764e-01	-1.776622e-01	
24	5.005768e-11	1.020000e+01	-2.390155e-01	-1.791821e-01	
25	7.277091e-11	1.020000e+01	-8.667227e-02	-1.001394e-01	
26	1.037493e-10	1.020000e+01	2.666942e-01	1.239336e-01	
27	1.497973e-10	1.020000e+01	1.338347e+00	6.929989e-01	
28	1.910288e-10	1.020000e+01	3.316743e+00	1.459292e+00	
29	2.255166e-10	1.020000e+01	4.977930e+00	2.108990e+00	
30	2.614616e-10	1.020000e+01	6.246287e+00	2.775457e+00	
31	3.003038e-10	1.020000e+01	7.222008e+00	3.563056e+00	
32	3.383798e-10	1.020000e+01	8.163129e+00	4.316514e+00	
33	3.740879e-10	1.020000e+01	8.798700e+00	4.851151e+00	
34	4.168572e-10	1.020000e+01	9.328859e+00	5.640966e+00	
35	4.633552e-10	1.020000e+01	9.686672e+00	6.510667e+00	
36	5.077458e-10	1.020000e+01	9.849234e+00	7.183726e+00	
37	5.681917e-10	1.020000e+01	9.947769e+00	7.836008e+00	
38	6.258857e-10	1.020000e+01	9.978420e+00	8.171955e+00	
39	6.878907e-10	1.020000e+01	9.999872e+00	8.586913e+00	
40	7.448639e-10	1.020000e+01	1.000577e+01	8.944985e+00	
41	8.506055e-10	1.020000e+01	1.001281e+01	9.452388e+00	
42	9.614662e-10	1.020000e+01	1.000704e+01	9.741261e+00	
43	9.806792e-10	1.020000e+01	1.000432e+01	9.769854e+00	
44	1.019105e-09	1.020000e+01	9.999510e+00	9.820496e+00	
45	1.095957e-09	1.020000e+01	9.996538e+00	9.893487e+00	
46	1.222553e-09	1.020000e+01	9.997075e+00	9.957411e+00	
47	1.355667e-09	1.020000e+01	9.998081e+00	9.984040e+00	
48	1.524937e-09	1.020000e+01	9.998976e+00	9.995266e+00	
49	1.785864e-09	1.020000e+01	9.999392e+00	9.997581e+00	
50	2.072703e-09	1.020000e+01	9.999782e+00	9.999521e+00	
51	2.472703e-09	1.020000e+01	9.999803e+00	9.999576e+00	
52	2.872703e-09	1.020000e+01	9.999896e+00	9.999783e+00	
53	3.272703e-09	1.020000e+01	9.999897e+00	9.999790e+00	
54	3.672703e-09	1.020000e+01	9.999924e+00	9.999882e+00	
55	4.072703e-09	1.020000e+01	9.999930e+00	9.999857e+00	
56	4.472703e-09	1.020000e+01	9.999942e+00	9.999921e+00	
57	4.872703e-09	1.020000e+01	9.999945e+00	9.999890e+00	
58	5.001000e-09	1.020000e+01	9.999951e+00	9.999930e+00	
59	5.001100e-09	9.180000e+00	9.983486e+00	9.993093e+00	
60	5.001125e-09	8.925000e+00	9.978424e+00	9.990955e+00	
61	5.001175e-09	8.415000e+00	9.967417e+00	9.986131e+00	
62	5.001275e-09	7.395000e+00	9.945021e+00	9.975283e+00	
63	5.001434e-09	5.773654e+00	9.914140e+00	9.958900e+00	
64	5.001735e-09	2.704247e+00	9.867307e+00	9.933080e+00	
65	5.002000e-09	2.177286e-12	9.836179e+00	9.915426e+00	
66	5.002011e-09	0.000000e+00	9.835127e+00	9.914801e+00	
67	5.002034e-09	0.000000e+00	9.833323e+00	9.913658e+00	
68	5.002080e-09	0.000000e+00	9.831478e+00	9.912086e+00	
69	5.002171e-09	0.000000e+00	9.831986e+00	9.911134e+00	
70	5.002257e-09	0.000000e+00	9.834391e+00	9.911676e+00	
71	5.002428e-09	0.000000e+00	9.839384e+00	9.913625e+00	
72	5.002710e-09	0.000000e+00	9.846718e+00	9.917086e+00	
73	5.003274e-09	0.000000e+00	9.858173e+00	9.923066e+00	
74	5.004166e-09	0.000000e+00	9.872226e+00	9.930923e+00	
75	5.005334e-09	0.000000e+00	9.888691e+00	9.940225e+00	
76	5.007192e-09	0.000000e+00	9.913393e+00	9.953868e+00	
77	5.010909e-09	0.000000e+00	9.959429e+00	9.978567e+00	
78	5.018342e-09	0.000000e+00	1.003994e+01	1.002088e+01	
79	5.033209e-09	0.000000e+00	1.016926e+01	1.008941e+01	
80	5.062943e-09	0.000000e+00	1.012749e+01	1.007496e+01	
81	5.095899e-09	0.000000e+00	9.585260e+00	9.773025e+00	
82	5.133378e-09	0.000000e+00	8.780381e+00	9.216181e+00	
83	5.189194e-09	0.000000e+00	7.671874e+00	8.433005e+00	
84	5.243825e-09	0.000000e+00	5.925052e+00	7.560136e+00	
85	5.313413e-09	0.000000e+00	2.507540e+00	5.954106e+00	
86	5.368710e-09	0.000000e+00	7.917866e-01	4.429229e+00	
87	5.422378e-09	0.000000e+00	2.463076e-01	3.109748e+00	
88	5.459656e-09	0.000000e+00	1.550804e-01	2.294577e+00	
89	5.503886e-09	0.000000e+00	9.530299e-02	1.480048e+00	
90	5.548620e-09	0.000000e+00	7.161840e-02	8.835348e-01	
91	5.598380e-09	0.000000e+00	1.120039e-01	4.717254e-01	
92	5.644878e-09	0.000000e+00	8.905597e-02	2.888040e-01	
93	5.698768e-09	0.000000e+00	8.076616e-02	1.958294e-01	
94	5.763466e-09	0.000000e+00	6.134585e-02	1.410244e-01	
95	5.855281e-09	0.000000e+00	3.710145e-02	8.106198e-02	
96	5.996918e-09	0.000000e+00	1.537394e-02	3.656501e-02	
97	6.165876e-09	0.000000e+00	6.464865e-03	1.303357e-02	
98	6.443304e-09	0.000000e+00	3.503668e-04	4.045905e-03	
99	6.737092e-09	0.000000e+00	6.283959e-04	-1.221385e-03	
100	7.137092e-09	0.000000e+00	-5.011668e-04	1.576984e-03	
101	7.537092e-09	0.000000e+00	4.880921e-04	-1.370127e-03	
102	7.937092e-09	0.000000e+00	-4.796112e-04	1.424380e-03	
103	8.337092e-09	0.000000e+00	4.753377e-04	-1.315353e-03	
104	8.737092e-09	0.000000e+00	-4.714413e-04	1.356831e-03	
105	9.137092e-09	0.000000e+00	4.700239e-04	-1.286492e-03	
106	9.537092e-09	0.000000e+00	-4.680158e-04	1.320310e-03	
107	9.937092e-09	0.000000e+00	4.678077e-04	-1.268688e-03	
108	1.000000e-08	0.000000e+00	-4.655249e-04	1.263377e-03	
109	1.000010e-08	1.020000e+00	1.281090e-02	7.476081e-03	
110	1.000030e-08	3.060000e+00	4.469489e-02	2.403389e-02	
111	1.000051e-08	5.153420e+00	7.397496e-02	4.157639e-02	
112	1.000054e-08	5.467298e+00	7.700540e-02	4.357926e-02	
113	1.000060e-08	6.095056e+00	8.301736e-02	4.747084e-02	
114	1.000072e-08	7.350571e+00	9.420410e-02	5.453124e-02	
115	1.000096e-08	9.816385e+00	1.120056e-01	6.568978e-02	
116	1.000100e-08	1.020000e+01	1.142583e-01	6.710372e-02	
117	1.000100e-08	1.020000e+01	1.144363e-01	6.721681e-02	
118	1.000101e-08	1.020000e+01	1.147801e-01	6.743788e-02	
119	1.000102e-08	1.020000e+01	1.153643e-01	6.783663e-02	
120	1.000105e-08	1.020000e+01	1.160060e-01	6.840111e-02	
